"Environment and Climate Change Canada"
"Monthly Values for January - 1998"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"STRATTON ROMYN","48.700","-94.167","ON","",,NA,"",,"",,"20.0","0",NA,"20.0","0",NA,"26.0","10","","",NA,"","","6028128"
"EMO RADBOURNE","48.683","-93.833","ON","-11.7","0","4.3","1.5","0","-32.0","0","24.4","0","76.0","24.6","0","76.0","23.0","6","","",NA,"921.5","0.0","602K300"
"DRYDEN A","49.833","-92.750","ON","-12.8","0","3.9","0.9","0","-32.3","0","26.2","0","87.0","20.1","0","76.0","33.0","6","",,NA,"956.1","0.0","6032119"
"KENORA A","49.790","-94.365","ON","-12.2","1","3.7","-0.6","1","-31.8","0","29.6","0","104.0","28.5","0","111.0","29.0","9","",,NA,"906.4","0.0","6034075"
"RAWSON LAKE","49.650","-93.717","ON","-12.0","0","3.6","1.5","0","-32.0","0","23.5","0","70.0","23.6","0","83.0","","6","45.8","0","54.0","930.6","0.0","6036904"
"SIOUX LOOKOUT A","50.117","-91.900","ON","-14.1","0","3.3","0.3","0","-32.1","0","35.8","0","101.0","34.6","0","99.0","43.0","7","",,NA,"993.6","0.0","6037775"
"ARMSTRONG (AUT)","50.294","-88.905","ON","-17.7","0",NA,"-2.7","0","-38.3","0","",,NA,"",,NA,"","","",,NA,"1105.8","0.0","6040325"
"CAMERON FALLS","49.150","-88.350","ON","-12.7","14","3.4","1.0","11","-30.0","10","37.0","0","67.0","37.0","0","67.0","","8","","",NA,"522.6","0.0","6041109"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","-4.7","0",NA,"4.0","0","-13.4","0","",,NA,"0.4","7",NA,"","0","",,NA,"702.7","0.0","6041222"
"GERALDTON A","49.783","-86.931","ON","-17.5","0","1.1","-0.9","0","-37.1","0","34.4","0","80.0","26.4","0","79.0","44.0","10","",,NA,"1101.5","0.0","6042716"
"FLINT","48.350","-89.683","ON","-11.6","0","3.1","2.0","0","-32.5","0","48.0","0","108.0","48.0","0","108.0","","12","","",NA,"918.5","0.0","6042MJ7"
"HEMLO BATTLE MOUNTAIN","48.700","-85.883","ON","-13.9","0",NA,"2.0","0","-32.0","0","40.5","0",NA,"40.5","0",NA,"","10","","",NA,"987.6","0.0","6043452"
"LAKEHEAD UNIVERSITY","48.433","-89.267","ON","-10.4","0",NA,"1.5","0","-27.0","0","49.4","0",NA,"28.4","0",NA,"24.0","9","","",NA,"879.5","0.0","6044298"
"MARATHON A","48.756","-86.344","ON","-13.1","10",NA,"2.5","4","-31.0","9","28.1","0",NA,"28.1","0",NA,"","8","","",NA,"653.5","0.0","6044961"
"PUKASKWA (AUT)","48.588","-86.295","ON","-11.3","0",NA,"3.5","0","-26.1","0","6.1","27",NA,"94.1","2",NA,"14.0","24","",,NA,"907.4","0.0","6046767"
"PUKASKWA NATL PARK","48.600","-86.300","ON","-11.2","0",NA,"3.5","0","-26.1","0","0.0","9",NA,"",,NA,"","","","",NA,"904.0","0.0","6046770"
"TERRACE BAY","48.800","-87.100","ON","-11.9","1",NA,"1.5","0","-30.0","1","35.0","0",NA,"35.0","0",NA,"","8","","",NA,"897.6","0.0","6048230"
"TERRACE BAY A","48.817","-87.100","ON","-13.1","0",NA,"2.2","0","-31.4","0","55.2","0",NA,"26.0","0",NA,"48.0","8","","",NA,"963.9","0.0","6048231"
"THUNDER BAY A","48.369","-89.327","ON","-12.0","4",NA,"1.8","4","-28.2","2","",,NA,"15.5","5",NA,"","9","",,NA,"809.4","0.0","6048261"
"THUNDER BAY AWOS","48.367","-89.317","ON","-11.9","4",NA,"1.8","4","-28.2","2","",,NA,"15.5","5",NA,"","9","",,NA,"808.1","0.0","6048264"
"TRANQUILLO RIDGE","48.233","-89.517","ON","-11.0","0","2.8","2.2","0","-29.1","0","66.2","0","107.0","66.2","0","107.0","46.0","12","","",NA,"899.6","0.0","6048864"
"TROWBRIDGE (AUT)","48.300","-88.867","ON","-8.5","1",NA,"3.0","1","-23.9","0","",,NA,"",,NA,"","","",,NA,"793.9","0.0","6048955"
"UPSALA (AUT)","49.033","-90.467","ON","-14.0","2",NA,"1.3","1","-32.9","1","",,NA,"0.0","1",NA,"","0","",,NA,"929.2","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.121","ON","-8.6","29",NA,"-4.0","29","-13.6","28","",,NA,"0.0","30",NA,"","0","",,NA,"53.2","0.0","6049443"
"WHITEFISH LAKE","48.283","-89.917","ON","-11.7","0","3.2","4.5","0","-31.5","0","56.6","0","107.0","56.6","0","106.0","46.0","12","","",NA,"920.4","0.0","6049466"
"ELLIOT LAKE A","46.351","-82.561","ON","-9.7","3",NA,"6.0","0","-27.0","3","77.2","0",NA,"69.2","0",NA,"","13","","",NA,"774.5","0.0","6052259"
"MONTREAL FALLS","47.267","-84.433","ON","-12.6","15",NA,"4.0","9","-30.0","9","126.5","0",NA,"126.5","0",NA,"88.0","14","","",NA,"490.0","0.0","6055302"
"SAULT STE MARIE 2","46.533","-84.333","ON","-7.6","0","1.9","5.0","0","-23.5","0","76.6","0","85.0","80.7","0","83.0","38.0","14","","",NA,"792.1","0.0","6057590"
"SAULT STE MARIE A","46.483","-84.509","ON","-8.2","0","1.8","5.9","0","-20.6","0","77.1","0","96.0","62.4","0","97.0","17.0","15","",,NA,"810.8","0.0","6057592"
"WAWA A","47.967","-84.783","ON","-12.2","0","1.8","4.0","0","-30.9","0","72.0","0","100.0","62.2","0","112.0","66.0","13","",,NA,"934.9","0.0","6059D09"
"KILLARNEY (AUT)","45.967","-81.483","ON","-7.5","2",NA,"6.8","1","-22.0","1","",,NA,"",,NA,"","","",,NA,"738.3","0.0","605DJ25"
"BISCOTASING","47.300","-82.100","ON","",,NA,"",,"",,"67.0","0",NA,"69.2","0",NA,"","13","","",NA,"","","6060773"
"CHAPLEAU A","47.820","-83.347","ON","-13.9","1","1.7","3.6","0","-34.0","1","48.3","0","87.0","34.9","0","67.0","50.0","10","",,NA,"957.0","0.0","6061361"
"CONISTON STP","46.483","-80.850","ON","-10.7","8",NA,"4.0","3","-34.0","6","88.5","0","165.0","93.5","0","145.0","","21","","",NA,"660.9","0.0","6061850"
"MASSEY","46.183","-82.027","ON","-8.7","0","2.4","7.5","0","-27.0","0","58.0","0","114.0","69.0","0","117.0","26.0","17","","",NA,"827.0","0.0","6065006"
"MONETVILLE","46.143","-80.307","ON","-9.1","0","2.9","6.0","0","-30.5","0","75.0","0","119.0","88.6","0","110.0","","21","","",NA,"839.4","0.0","6065250"
"SUDBURY A","46.625","-80.799","ON","-10.7","1","2.3","5.7","0","-26.6","1","64.8","0","109.0","69.1","0","111.0","29.0","16","59.5","0","69.0","861.2","0.0","6068150"
"WARREN","46.433","-80.317","ON","-9.9","0",NA,"5.5","0","-35.0","0","87.2","0",NA,"90.1","0",NA,"37.0","21","","",NA,"865.7","0.0","6069K90"
"BONNER LAKE","49.383","-82.124","ON","-16.4","0",NA,"1.0","0","-35.0","0","41.4","0",NA,"33.8","0",NA,"55.0","7","","",NA,"1067.7","0.0","6070QK6"
"DYMOND ONT HYDRO","47.517","-79.683","ON","-12.5","0",NA,"7.0","0","-35.0","0","52.6","0",NA,"52.6","0",NA,"","14","","",NA,"946.1","0.0","6072183"
"EARLTON A","47.700","-79.850","ON","-13.7","0","2.5","5.7","0","-35.0","0","41.1","0","88.0","38.2","0","81.0","26.0","10","",,NA,"984.0","0.0","6072225"
"ENGLEHART","47.817","-79.900","ON","",,NA,"",,"",,"42.0","0",NA,"42.0","0",NA,"","10","","",NA,"","","6072325"
"IROQUOIS FALLS","48.750","-80.667","ON","-15.6","0",NA,"5.0","0","-32.0","0","48.6","0",NA,"48.6","0",NA,"","11","","",NA,"1040.7","0.0","6073810"
"KAPUSKASING CDA","49.400","-82.433","ON","-17.3","0","1.3","1.0","0","-36.5","0","35.4","0","66.0","36.4","0","72.0","","9","56.0","0","71.0","1094.2","0.0","6073960"
"KAPUSKASING A","49.414","-82.468","ON","-16.7","0","1.2","-0.3","0","-33.3","0","39.6","0","71.0","32.5","0","68.0","45.0","9","",,NA,"1076.8","0.0","6073975"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-13.1","0",NA,"4.5","0","-35.4","0","",,NA,"",,NA,"","","","",NA,"965.5","0.0","6074211"
"MOOSONEE UA","51.267","-80.650","ON","","","","","","","","","",NA,"","",NA,"","","64.8","4.16666666666666666666666666666666666667",NA,"","","6075425"
"MOOSONEE A","51.291","-80.608","ON","-19.5","8",NA,"-8.9","8","-34.1","5","",,NA,"15.5","8",NA,"","7","",,NA,"863.1","0.0","6075428"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-17.9","4",NA,"-0.9","4","-37.0","1","",,NA,"1.0","21",NA,"","1","",,NA,"969.2","0.0","6075543"
"PORCUPINE ONT HYDRO","48.467","-81.267","ON","-14.2","0","2.5","3.0","0","-33.5","0","52.5","0","77.0","52.5","0","75.0","","14","","",NA,"997.2","0.0","6076572"
"TIMMINS VICTOR POWER A","48.570","-81.377","ON","-15.1","0","1.7","2.1","0","-32.6","0","53.4","0","92.0","38.6","0","75.0","58.0","9","",,NA,"1027.6","0.0","6078285"
"DWIGHT","45.383","-78.900","ON","-7.9","0","3.8","4.0","0","-31.0","0","88.6","0","107.0","109.0","0","102.0","60.0","19","","",NA,"802.9","0.0","6082178"
"FRENCH R CHAUDIERE DAM","46.133","-80.017","ON","-9.0","9",NA,"6.0","5","-28.0","7","66.0","0",NA,"86.4","0",NA,"","22","","",NA,"593.6","0.0","6082612"
"MADAWASKA","45.500","-77.983","ON","-8.1","0","4.0","6.5","0","-31.5","0","51.0","0","111.0","68.0","0","117.0","","17","","",NA,"810.0","0.0","6084770"
"NORTH BAY A","46.364","-79.423","ON","-9.5","0","3.0","5.2","0","-26.6","0","63.2","0","97.0","83.8","0","122.0","54.0","16","53.8","0","62.0","853.1","0.0","6085700"
"NORTH BAY NIPISSING(AUT)","46.317","-79.483","ON","-9.0","0",NA,"4.5","0","-26.0","0","",,NA,"",,NA,"","","",,NA,"836.8","0.0","6085703"
"STURGEON FALLS","46.367","-79.933","ON","",,NA,"",,"",,"65.0","0",NA,"91.4","0",NA,"","15","","",NA,"","","6088144"
"GORE BAY A","45.883","-82.567","ON","-7.8","1",NA,"6.6","1","-25.4","0","",,NA,"39.5","1",NA,"","12","",,NA,"773.4","0.0","6092925"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-4.7","2",NA,"6.1","1","-15.7","1","",,NA,"20.0","2",NA,"","2","",,NA,"659.4","0.0","6093005"
"APPLETON","45.186","-76.113","ON","-7.8","0",NA,"7.0","0","-27.5","0","64.0","0",NA,"125.8","0",NA,"34.0","16","","",NA,"800.3","0.0","6100285"
"ARNPRIOR GRANDON","45.417","-76.367","ON","-8.0","0","3.5","6.5","0","-25.0","0","72.0","0","192.0","111.0","0","196.0","63.0","13","","",NA,"806.3","0.0","6100345"
"AVONMORE","45.170","-74.971","ON","-8.2","6","2.2","7.0","6","-32.0","4","49.2","0","97.0","129.2","0","166.0","","11","","",NA,"653.9","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-5.7","0","2.1","7.5","0","-23.0","0","38.1","0","78.0","94.3","0","120.0","","14","","",NA,"734.3","0.0","6100971"
"CARDINAL","44.800","-75.367","ON","-6.2","0",NA,"7.0","0","-27.0","0","79.2","0",NA,"120.8","0",NA,"26.0","15","","",NA,"750.2","0.0","6101200"
"CARLETON PLACE","45.150","-76.200","ON","-7.6","0",NA,"8.0","0","-29.0","0","53.3","0",NA,"110.3","0",NA,"","13","","",NA,"793.2","0.0","6101250"
"CHALK RIVER AECL","46.050","-77.367","ON","-8.4","0","3.4","6.0","0","-29.5","0","49.0","0","116.0","75.8","0","137.0","","14","","",NA,"817.1","0.0","6101335"
"COMBERMERE","45.367","-77.617","ON","-8.6","0","2.9","6.0","0","-29.0","0","66.0","0","144.0","100.4","0","159.0","42.0","20","","",NA,"825.6","0.0","6101820"
"CORNWALL","45.016","-74.749","ON","-6.5","0","2.0","9.0","0","-24.0","0","71.9","0","152.0","168.1","0","220.0","42.0","15","","",NA,"758.8","0.0","6101874"
"DALHOUSIE MILLS","45.317","-74.467","ON","-7.6","0","3.5","7.0","0","-33.0","0","53.6","0","90.0","123.0","0","134.0","","14","","",NA,"794.6","0.0","6101958"
"GLENBURNIE","44.333","-76.500","ON","-6.5","0","1.9","7.5","0","-30.5","0","31.0","0","78.0","109.4","0","142.0","","9","","",NA,"759.6","0.0","6102808"
"GODFREY","44.567","-76.633","ON","-6.5","0","1.9","8.5","0","-29.0","0","42.4","0","92.0","140.6","0","172.0","22.0","15","","",NA,"760.7","0.0","6102857"
"DRUMMOND CENTRE","45.032","-76.253","ON","-7.4","0","2.4","8.5","0","-30.0","0","59.3","0","136.0","98.4","0","145.0","40.0","13","","",NA,"787.1","0.0","6102J13"
"GRENADIER ISLAND","44.417","-75.850","ON","-4.5","0",NA,"9.5","0","-21.3","0","0.0","9",NA,"",,NA,"","","",,NA,"696.5","0.0","6103024"
"HARTINGTON IHD","44.433","-76.700","ON","-6.8","0","1.5","8.0","0","-26.0","0","39.5","0","92.0","97.9","0","130.0","28.0","18","","",NA,"768.9","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-7.1","0",NA,"8.1","0","-28.7","0","",,NA,"117.2","0",NA,"35.0","22","","",NA,"777.2","0.0","6104027"
"KINGSTON PUMPING STATION","44.244","-76.481","ON","-5.0","0","2.0","7.5","0","-25.0","0","54.9","0","111.0","143.3","0","175.0","22.0","19","","",NA,"713.5","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-6.1","0","2.3","8.0","0","-28.0","0","44.0","0","111.0","148.0","0","208.0","22.0","15","","",NA,"747.6","0.0","6104725"
"MORRISBURG","44.917","-75.183","ON","-6.9","0","2.6","7.5","0","-31.5","0","54.6","0","126.0","132.2","0","183.0","","17","","",NA,"773.1","0.0","6105460"
"OMPAH","44.967","-76.850","ON","-8.1","0",NA,"6.5","0","-32.5","0","67.5","0",NA,"125.2","0",NA,"50.0","18","","",NA,"810.1","0.0","6105760"
"OMPAH-SEITZ","45.050","-76.783","ON","-8.0","0",NA,"6.5","0","-28.0","0","81.8","0",NA,"132.0","0",NA,"47.0","17","","",NA,"805.2","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-7.4","0","2.7","6.9","0","-25.7","0","54.3","0","123.0","117.7","0","187.0","33.0","12","64.1","0","65.0","788.9","0.0","6105976"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.323","-75.669","ON","-7.9","0","2.5","6.1","0","-25.8","0","74.4","0","138.0","134.9","0","206.0","39.0","13","",,NA,"801.6","0.0","6106000"
"RIDEAU NARROWS LOCKS","44.700","-76.300","ON","-7.0","5",NA,"8.4","5","-25.0","4","",,NA,"",,NA,"","","",,NA,"649.3","0.0","6106022"
"PETAWAWA A","45.950","-77.317","ON","-10.3","3",NA,"6.6","2","-30.7","1","",,NA,"",,NA,"","","",,NA,"791.1","0.0","6106398"
"ROLPHTON","46.183","-77.650","ON","-8.7","0",NA,"6.0","0","-27.5","0","52.0","0",NA,"70.7","0",NA,"47.0","13","","",NA,"827.8","0.0","6107182"
"RUSSELL","45.263","-75.359","ON","-7.4","1","2.8","6.5","1","-29.0","0","57.0","0","118.0","117.2","0","156.0","44.0","18","","",NA,"761.5","0.0","6107247"
"ST. ALBERT","45.277","-75.056","ON","-8.1","0","2.1","5.0","0","-30.0","0","56.0","0","109.0","117.8","0","141.0","","16","","",NA,"809.1","0.0","6107276"
"SANDHURST","44.133","-76.883","ON","-4.3","0",NA,"10.0","0","-23.0","0","56.6","0",NA,"162.0","0",NA,"28.0","15","","",NA,"691.7","0.0","6107434"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-9.0","0",NA,"5.0","0","-29.5","0","62.0","0",NA,"101.7","0",NA,"57.0","14","","",NA,"837.7","0.0","610FC98"
"ALLISTON NELSON","44.151","-79.872","ON","-3.1","0","3.4","9.0","0","-14.5","0","36.5","0","104.0","97.1","0","180.0","17.0","13","","",NA,"652.6","0.0","6110218"
"BARRIE (AUT)","44.383","-79.783","ON","-4.9","2",NA,"7.2","2","-16.7","0","",,NA,"",,NA,"","","",,NA,"663.4","0.0","6110552"
"BARRIE WPCC","44.376","-79.690","ON","-4.5","0","3.2","9.0","0","-20.0","0","43.1","0","65.0","95.9","0","116.0","19.0","16","","",NA,"698.1","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-6.3","0","4.4","7.0","0","-29.5","0","140.0","0","162.0","179.8","0","157.0","51.0","22","","",NA,"754.0","0.0","6110606"
"BEAUSOLEIL","44.850","-79.867","ON","-7.5","3",NA,"6.1","2","-24.6","2","",,NA,"",,NA,"","","",,NA,"714.1","0.0","6110617"
"BRITT (AUT)","45.800","-80.533","ON","-7.9","8",NA,"5.7","6","-30.1","7","",,NA,"",,NA,"","","",,NA,"594.7","0.0","6110967"
"CHATSWORTH","44.395","-80.905","ON","-3.8","0","3.2","8.0","0","-17.0","0","64.6","0","69.0","95.0","0","82.0","22.0","18","","",NA,"675.1","0.0","6111467"
"COLDWATER WARMINSTER","44.633","-79.533","ON","-4.4","7",NA,"7.5","5","-22.0","5","70.2","0",NA,"149.6","0",NA,"37.0","16","39.8","0",NA,"537.3","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-3.7","0",NA,"9.3","0","-16.7","0","",,NA,"84.4","0",NA,"","12","",,NA,"672.3","0.0","6111792"
"COOKSTOWN","44.207","-79.695","ON","-4.6","0","3.3","7.5","0","-22.0","0","28.8","0","77.0","89.2","0","159.0","18.0","15","","",NA,"699.9","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-6.8","0","3.8","6.5","0","-31.0","0","94.9","0","130.0","137.5","0","147.0","47.0","20","","",NA,"767.4","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-7.3","0","3.8","6.5","0","-31.5","0","90.6","0","112.0","117.8","0","113.0","","19","","",NA,"783.9","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-3.6","0","3.4","10.0","0","-16.5","0","59.0","0","73.0","135.9","0","132.0","","22","","",NA,"670.4","0.0","6112171"
"ESSA ONT HYDRO","44.350","-79.817","ON","-3.9","0","3.5","8.5","0","-19.0","0","50.0","0","86.0","119.4","0","156.0","","17","","",NA,"678.4","0.0","6112340"
"HANOVER","44.117","-81.000","ON","-3.0","0","3.8","10.5","0","-17.0","0","38.9","0","47.0","113.8","0","104.0","","16","","",NA,"651.1","0.0","6113329"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-5.9","0","4.4","6.5","0","-25.0","0","71.5","0","96.0","103.5","0","112.0","","18","","",NA,"740.3","0.0","6113663"
"LAGOON CITY","44.547","-79.217","ON","-5.6","0",NA,"3.8","0","-20.9","0","",,NA,"0.0","15",NA,"","0","",,NA,"732.8","0.0","6114295"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-5.6","0","2.9","9.0","0","-25.0","0","58.0","0","66.0","104.0","0","95.0","34.0","19","","",NA,"730.6","0.0","6115127"
"MIDLAND HURONIA A","44.683","-79.933","ON","-4.8","0",NA,"8.5","0","-19.0","0","74.0","0",NA,"115.0","0",NA,"","21","","",NA,"707.1","0.0","6115130"
"MOONSTONE","44.633","-79.667","ON","-4.7","0",NA,"8.0","0","-24.0","0","80.0","0",NA,"161.2","0",NA,"33.0","22","","",NA,"703.8","0.0","6115389"
"MUSKOKA A","44.967","-79.300","ON","-6.0","0","4.2","6.8","0","-29.5","0","113.4","0","130.0","152.3","0","164.0","49.0","21","",,NA,"745.5","0.0","6115525"
"ORILLIA BRAIN","44.603","-79.439","ON","-5.4","0",NA,"7.5","0","-21.0","0","76.1","0",NA,"157.7","0",NA,"32.0","16","","",NA,"726.0","0.0","6115811"
"OWEN SOUND MOE","44.583","-80.933","ON","-2.6","0","2.8","9.5","0","-14.5","0","90.8","0","90.0","151.2","0","117.0","20.0","21","","",NA,"640.0","0.0","6116132"
"PORT LAW","44.250","-80.467","ON","-5.1","0",NA,"8.5","0","-19.0","0","64.8","0",NA,"156.2","0",NA,"19.0","24","","",NA,"715.8","0.0","6116679"
"POWASSAN","46.117","-79.250","ON","-8.9","0","3.5","6.0","0","-31.0","0","47.0","0","97.0","63.0","0","100.0","27.0","14","","",NA,"832.8","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"40.0","0",NA,"64.2","0",NA,"26.0","15","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-4.9","0","3.4","9.0","0","-19.5","0","56.0","0","67.0","141.0","0","131.0","20.0","19","","",NA,"708.8","0.0","6116750"
"ROCKLYN","44.467","-80.633","ON","-4.9","0",NA,"9.0","0","-20.5","0","104.1","0",NA,"188.5","0",NA,"30.0","21","","",NA,"709.7","0.0","6117169"
"SHANTY BAY","44.399","-79.633","ON","-4.2","0","3.5","8.0","0","-18.0","0","46.2","0","67.0","123.4","0","139.0","22.0","14","","",NA,"689.6","0.0","6117684"
"TROUT CREEK","46.033","-79.383","ON","",,NA,"",,"",,"69.0","0",NA,"85.4","0",NA,"","18","","",NA,"","","6118938"
"UDORA","44.263","-79.161","ON","-4.6","0","2.4","8.0","0","-18.5","0","41.4","0","105.0","112.0","0","172.0","14.0","17","","",NA,"700.8","0.0","6119055"
"WALTERS FALLS","44.517","-80.733","ON","-3.6","1",NA,"9.5","1","-16.5","0","91.6","0",NA,"158.4","0",NA,"28.0","22","","",NA,"648.7","0.0","6119274"
"WIARTON A","44.746","-81.107","ON","-3.2","0","3.1","9.8","0","-14.5","0","88.7","0","79.0","145.1","0","146.0","19.0","19","24.1","0","45.0","656.2","0.0","6119500"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","-3.6","2",NA,"7.7","2","-17.7","2","",,NA,"",,NA,"","","",,NA,"627.1","0.0","6119M51"
"GLOUCESTER POOL","44.817","-79.683","ON","-4.6","0",NA,"8.5","0","-22.0","0","56.2","0",NA,"118.3","0",NA,"","13","","",NA,"699.6","0.0","611G001"
"THORNBURY SLAMA","44.574","-80.485","ON","-3.0","0","3.3","9.5","0","-14.5","0","51.2","0","65.0","122.6","0","123.0","","17","","",NA,"650.9","0.0","611HBEC"
"EGBERT CARE","44.233","-79.783","ON","-4.0","0","2.7","8.5","0","-19.5","0","41.2","0","107.0","100.7","0","189.0","20.0","16","37.6","0","60.0","682.1","0.0","611KBE0"
"GRAVENHURST BEAVER CREEK","44.967","-79.300","ON","-6.4","0",NA,"7.0","0","-30.0","0","122.7","0",NA,"176.7","0",NA,"","25","","",NA,"755.1","0.0","611S002"
"BLYTH","43.718","-81.384","ON","-2.1","0","4.9","8.0","0","-12.0","0","14.5","0","14.0","63.0","0","48.0","","8","","",NA,"622.8","0.0","6120819"
"CYPRUS LAKE CS","45.233","-81.533","ON","-4.3","0",NA,"6.2","0","-15.9","0","",,NA,"122.1","0",NA,"","22","","",NA,"692.1","0.0","6121940"
"DASHWOOD","43.367","-81.617","ON","-1.0","0","3.9","11.5","0","-12.0","0","25.5","0","54.0","91.7","0","127.0","","18","","",NA,"590.1","0.0","6121969"
