"Environment and Climate Change Canada"
"Monthly Values for January - 1990"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"SLEEMAN","48.717","-94.417","ON","-10.8","0",NA,"2.5","0","-32.0","0","23.2","0",NA,"24.2","0",NA,"","8","","",NA,"893.6","0.0","6027825"
"STRATTON ROMYN","48.700","-94.167","ON","",,NA,"",,"",,"34.2","0",NA,"34.2","0",NA,"","9","","",NA,"","","6028128"
"EMO HOSKINS","48.750","-93.850","ON","",,NA,"",,"",,"33.0","0",NA,"33.0","0",NA,"","10","","",NA,"","","602B300"
"EMO RADBOURNE","48.683","-93.833","ON","-11.3","0","4.7","3.5","0","-33.5","0","37.0","0","115.0","39.0","0","120.0","","10","","",NA,"908.5","0.0","602K300"
"DRYDEN","49.783","-92.833","ON","-12.8","0","4.6","1.0","0","-32.0","0","35.0","0","129.0","35.0","0","129.0","","8","","",NA,"954.7","0.0","6032117"
"DRYDEN A","49.833","-92.750","ON","-12.5","0","4.3","1.4","0","-28.9","0","41.8","0","139.0","41.8","0","158.0","26.0","11","","",NA,"946.3","0.0","6032119"
"IGNACE TCPL 58","49.483","-92.000","ON","-12.9","2",NA,"0.0","1","-27.0","2","0.0","8",NA,"0.0","8",NA,"","0","","",NA,"896.8","0.0","6033697"
"KENORA A","49.790","-94.365","ON","-11.7","0","4.3","1.3","0","-28.2","0","40.1","0","141.0","37.5","0","146.0","38.0","10","","",NA,"919.6","0.0","6034075"
"KENORA TCPL 49","49.783","-94.483","ON","-11.2","0",NA,"2.0","0","-28.0","0","39.4","0",NA,"46.0","0",NA,"","10","","",NA,"905.7","0.0","6034077"
"RAWSON LAKE","49.650","-93.717","ON","-12.2","0","3.5","1.0","0","-29.0","0","39.8","0","118.0","34.2","0","121.0","36.0","9","72.1","0","85.0","935.0","0.0","6036904"
"SIOUX LOOKOUT A","50.117","-91.900","ON","-13.6","0","3.7","-1.0","0","-32.0","0","57.9","0","163.0","57.9","0","166.0","51.0","11","","",NA,"981.0","0.0","6037775"
"ARMSTRONG JELLIEN","50.250","-89.100","ON","-15.9","0",NA,"-3.0","0","-34.0","0","62.0","0",NA,"62.0","0",NA,"61.0","14","","",NA,"1049.7","0.0","6040330"
"CAMERON FALLS","49.150","-88.350","ON","-10.9","0","5.2","3.0","0","-32.0","0","83.2","0","150.0","83.2","0","150.0","","13","","",NA,"897.0","0.0","6041109"
"GERALDTON A","49.783","-86.931","ON","-14.8","0","3.9","-0.4","0","-33.0","0","57.6","0","135.0","47.2","0","141.0","39.0","14","","",NA,"1015.3","0.0","6042716"
"FLINT","48.350","-89.683","ON","-10.3","0","4.4","3.5","0","-33.0","0","58.0","0","131.0","58.0","0","131.0","","12","","",NA,"877.7","0.0","6042MJ7"
"HEMLO BATTLE MOUNTAIN","48.700","-85.883","ON","-10.1","0",NA,"2.0","0","-33.5","0","55.6","0",NA,"55.6","0",NA,"69.0","11","","",NA,"871.8","0.0","6043452"
"MANITOUWADGE","49.150","-85.800","ON","-11.4","0",NA,"0.5","0","-31.5","0","63.8","0",NA,"63.8","0",NA,"","17","","",NA,"912.7","0.0","6044903"
"MARATHON A","48.756","-86.344","ON","-10.2","0",NA,"1.5","0","-31.0","0","50.4","0",NA,"50.4","0",NA,"","12","","",NA,"875.2","0.0","6044961"
"PUKASKWA NATL PARK","48.600","-86.300","ON","-8.8","0",NA,"4.0","0","-33.0","0","53.8","0",NA,"53.8","0",NA,"67.0","16","","",NA,"829.7","0.0","6046770"
"TERRACE BAY","48.800","-87.100","ON","-9.0","0",NA,"1.5","0","-28.0","0","60.6","0",NA,"60.6","0",NA,"","13","","",NA,"837.1","0.0","6048230"
"THUNDER BAY A","48.369","-89.327","ON","-10.2","0",NA,"2.9","0","-29.2","0","54.6","0",NA,"38.3","0",NA,"30.0","11","75.7","0",NA,"872.9","0.0","6048261"
"WHITEFISH LAKE","48.283","-89.917","ON","-10.2","0","4.7","3.0","0","-31.5","0","58.4","0","110.0","58.6","0","110.0","50.0","12","","",NA,"874.0","0.0","6049466"
"BAR RIVER","46.433","-84.050","ON","-6.0","0",NA,"3.0","0","-24.5","0","0.0","15",NA,"4.0","15",NA,"","1","","",NA,"744.6","0.0","6050NNP"
"ELLIOT LAKE STANLEIGH","46.417","-82.650","ON","-5.9","0",NA,"3.0","0","-23.5","0","35.6","0",NA,"43.6","0",NA,"35.0","10","","",NA,"742.1","0.0","6052268"
"MISSISSAGI ONT HYDRO","46.433","-83.383","ON","-5.6","0",NA,"3.0","0","-25.0","0","64.4","0",NA,"68.4","0",NA,"","12","","",NA,"732.9","0.0","6055210"
"MONTREAL FALLS","47.267","-84.433","ON","-6.6","0",NA,"3.0","0","-26.5","0","156.8","0",NA,"159.6","0",NA,"","17","","",NA,"761.2","0.0","6055302"
"SAULT STE MARIE 2","46.533","-84.333","ON","-4.5","0","4.9","4.0","0","-17.0","0","98.4","0","109.0","102.5","0","105.0","","19","","",NA,"698.5","0.0","6057590"
"SAULT STE MARIE A","46.483","-84.509","ON","-5.0","0","4.9","4.0","0","-19.0","0","87.0","0","108.0","64.5","0","100.0","37.0","17","56.5","0","78.0","713.0","0.0","6057592"
"WAWA A","47.967","-84.783","ON","-8.5","1","5.5","4.0","1","-28.6","0","50.4","0","70.0","48.4","0","87.0","60.0","11","","",NA,"795.8","0.0","6059D09"
"BISCOTASING","47.300","-82.100","ON","",,NA,"",,"",,"66.2","0",NA,"73.2","0",NA,"","12","","",NA,"","","6060773"
"CHAPLEAU A","47.820","-83.347","ON","-9.9","0","5.7","1.0","0","-31.0","0","85.2","0","153.0","85.2","0","164.0","","16","","",NA,"864.1","0.0","6061361"
"CONISTON STP","46.483","-80.850","ON","-7.0","6",NA,"4.0","0","-23.0","6","63.0","0","118.0","75.8","0","118.0","","12","","",NA,"624.4","0.0","6061850"
"GOGAMA TREE NURSERY","47.683","-81.717","ON","-9.7","0",NA,"3.0","0","-32.5","0","69.2","0",NA,"69.2","0",NA,"72.0","9","","",NA,"858.9","0.0","6062860"
"LIVELY","46.433","-81.150","ON","-7.4","0",NA,"4.0","0","-24.5","0","78.6","0",NA,"101.0","0",NA,"63.0","13","","",NA,"785.9","0.0","6064460"
"MASSEY","46.183","-82.017","ON","-5.9","0","5.2","4.5","0","-26.5","0","61.0","0","120.0","72.4","0","123.0","","13","","",NA,"741.8","0.0","6065006"
"MONETVILLE","46.150","-80.300","ON","-6.2","0","5.8","7.5","0","-25.0","0","67.6","0","107.0","115.3","0","143.0","","17","","",NA,"750.1","0.0","6065250"
"SUDBURY A","46.617","-80.800","ON","-7.6","0","5.4","3.6","0","-24.4","0","74.6","0","125.0","82.1","0","132.0","52.0","14","69.1","0","80.0","794.2","0.0","6068150"
"SUDBURY SCIENCE NORTH","46.467","-81.000","ON","-7.9","2",NA,"5.0","1","-23.0","1","12.0","9",NA,"12.0","11",NA,"","4","62.9","1.25",NA,"752.2","0.0","6068158"
"TURBINE","46.383","-81.567","ON","-6.6","1",NA,"5.0","0","-23.0","1","58.2","0",NA,"83.0","0",NA,"","15","","",NA,"737.0","0.0","6068980"
"WARREN","46.433","-80.317","ON","-7.6","0",NA,"6.0","0","-30.5","0","68.2","0",NA,"88.2","0",NA,"57.0","16","","",NA,"792.9","0.0","6069K90"
"COCHRANE","49.067","-81.033","ON","-13.7","0",NA,"0.0","0","-35.0","0","115.4","0",NA,"115.4","0",NA,"","22","","",NA,"983.5","0.0","6071712"
"DYMOND ONT HYDRO","47.517","-79.683","ON","",,NA,"",,"",,"44.2","0",NA,"44.4","0",NA,"","10","","",NA,"","","6072183"
"EARLTON A","47.700","-79.850","ON","-10.8","0","5.4","3.0","0","-34.1","0","45.2","0","96.0","50.5","0","107.0","52.0","13","","",NA,"893.4","0.0","6072225"
"ENGLEHART","47.817","-79.900","ON","",,NA,"",,"",,"76.6","0",NA,"88.6","0",NA,"","14","","",NA,"","","6072325"
"IROQUOIS FALLS","48.750","-80.667","ON","-12.8","0",NA,"0.0","0","-32.5","0","72.4","0",NA,"72.4","0",NA,"","13","","",NA,"954.9","0.0","6073810"
"ISLAND FALLS","49.583","-81.383","ON","-14.8","0","4.6","1.0","0","-37.0","0","85.2","0","150.0","85.2","0","149.0","","21","","",NA,"1015.4","0.0","6073840"
"KAPUSKASING CDA","49.400","-82.433","ON","-13.8","0","4.8","1.0","0","-36.0","0","71.4","0","134.0","68.8","0","135.0","67.0","16","63.2","0","81.0","985.5","0.0","6073960"
"KAPUSKASING A","49.414","-82.468","ON","-13.8","0","4.1","1.0","0","-33.8","0","77.4","0","140.0","66.2","0","138.0","91.0","16","","",NA,"984.9","0.0","6073975"
"KIRKLAND LAKE","48.150","-80.000","ON","-11.2","0",NA,"2.5","0","-36.5","0","85.4","0",NA,"85.4","0",NA,"","16","","",NA,"905.4","0.0","6074209"
"MATHESON ONT HYDRO","48.533","-80.467","ON","",,NA,"",,"",,"113.8","0",NA,"113.8","0",NA,"","21","","",NA,"","","6075013"
"MATTICE TCPL","49.600","-83.167","ON","-15.1","0",NA,"1.5","0","-38.0","0","80.2","0",NA,"80.2","0",NA,"","17","","",NA,"1026.6","0.0","6075024"
"MOOSONEE UA","51.267","-80.650","ON","-18.3","0","1.7","0.7","0","-37.6","0","72.8","0","182.0","53.4","0","162.0","84.0","17","92.2","0","99.0","1126.0","0.0","6075425"
"PORCUPINE ONT HYDRO","48.467","-81.267","ON","-11.7","0","5.0","2.5","0","-36.0","0","72.0","0","105.0","72.0","0","103.0","","17","","",NA,"920.3","0.0","6076572"
"SMOKY FALLS","50.067","-82.167","ON","-14.8","0","3.9","0.0","0","-34.0","0","98.4","0","170.0","98.4","0","170.0","","17","","",NA,"1017.9","0.0","6077845"
"TIMMINS A","48.567","-81.383","ON","-11.8","0","5.1","2.5","0","-34.0","0","83.7","0","145.0","77.2","0","149.0","116.0","15","","",NA,"922.5","0.0","6078285"
"BONFIELD","46.217","-79.133","ON","-7.0","0",NA,"7.0","0","-30.0","0","104.0","0",NA,"130.2","0",NA,"79.0","20","","",NA,"776.0","0.0","6080HB6"
"DWIGHT","45.383","-78.900","ON","-5.6","0","6.0","5.0","0","-23.0","0","78.4","0","95.0","121.0","0","113.0","57.0","17","","",NA,"732.6","0.0","6082178"
"FRENCH R CHAUDIERE DAM","46.133","-80.017","ON","-5.0","0",NA,"8.0","0","-24.0","0","43.0","0",NA,"74.4","0",NA,"","14","","",NA,"712.5","0.0","6082612"
"MADAWASKA","45.500","-77.983","ON","-5.9","0","6.2","8.0","0","-24.0","0","42.0","0","91.0","61.4","0","106.0","","12","","",NA,"740.2","0.0","6084770"
"NORTH BAY A","46.364","-79.423","ON","-7.0","0","5.5","5.5","0","-25.3","0","91.0","0","139.0","99.9","0","145.0","81.0","18","63.6","0","74.0","775.7","0.0","6085700"
"STURGEON FALLS","46.367","-79.933","ON","",,NA,"",,"",,"73.0","0",NA,"108.0","0",NA,"","15","","",NA,"","","6088144"
"GORE BAY A","45.883","-82.567","ON","-4.6","0",NA,"4.8","0","-21.0","0","65.6","0",NA,"48.0","0",NA,"57.0","11","","",NA,"700.8","0.0","6092925"
"SOUTH BAYMOUTH","45.583","-82.017","ON","-3.1","0",NA,"4.5","0","-21.0","0","42.0","0",NA,"76.9","0",NA,"","14","56.6","0",NA,"654.6","0.0","6097915"
"ARNPRIOR GRANDON","45.417","-76.367","ON","-4.7","0","6.7","4.0","0","-25.0","0","30.0","0","80.0","46.0","0","81.0","10.0","12","","",NA,"705.2","0.0","6100345"
"AVONMORE","45.170","-74.971","ON","-3.8","0","6.6","8.5","0","-24.5","0","55.8","0","110.0","79.6","0","103.0","","14","","",NA,"675.3","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-2.2","0","5.6","10.0","0","-19.5","0","54.8","0","112.0","81.6","0","104.0","","14","","",NA,"627.4","0.0","6100971"
"CARLETON PLACE","45.150","-76.200","ON","-4.4","0",NA,"8.0","0","-25.0","0","39.8","0",NA,"92.4","0",NA,"","15","","",NA,"693.8","0.0","6101250"
"CATARAQUI TS","44.367","-76.617","ON","-2.7","0",NA,"8.5","0","-19.0","0","31.8","0",NA,"71.7","0",NA,"","11","","",NA,"642.2","0.0","6101265"
"CHALK RIVER AECL","46.050","-77.367","ON","-5.8","0","6.0","6.5","0","-27.0","0","52.4","0","124.0","71.6","0","130.0","","13","","",NA,"737.9","0.0","6101335"
"CHATS FALLS","45.467","-76.233","ON","-4.1","0",NA,"7.5","0","-24.5","0","44.4","0",NA,"50.5","0",NA,"","14","","",NA,"684.3","0.0","6101440"
"CHENAUX","45.583","-76.683","ON","-5.1","0",NA,"8.0","0","-29.0","0","41.6","0",NA,"60.6","0",NA,"","16","","",NA,"716.3","0.0","6101494"
"CHESTERVILLE 2","45.017","-75.200","ON","-4.3","0",NA,"9.0","0","-26.0","0","54.0","0",NA,"76.0","0",NA,"","16","","",NA,"690.0","0.0","6101502"
"CLAYBANK","45.417","-76.400","ON","",,NA,"",,"",,"43.2","0",NA,"59.3","0",NA,"","16","","",NA,"","","6101555"
"COMBERMERE","45.367","-77.617","ON","-5.5","0","6.1","6.0","0","-25.0","0","36.6","0","80.0","62.8","0","99.0","19.0","14","","",NA,"728.5","0.0","6101820"
"CORNWALL","45.017","-74.750","ON","-2.3","0","6.2","10.0","0","-20.5","0","69.8","0","148.0","86.5","0","113.0","","15","","",NA,"628.7","0.0","6101874"
"CORNWALL ONT HYDRO","45.033","-74.800","ON","-2.9","0",NA,"9.0","0","-23.0","0","37.8","0",NA,"55.5","0",NA,"","12","56.1",".41666666666666666666666666666666666667",NA,"647.5","0.0","6101901"
"CROW LAKE","44.733","-76.600","ON","",,NA,"",,"",,"37.8","0",NA,"63.0","0",NA,"","11","","",NA,"","","6101920"
"DALHOUSIE MILLS","45.317","-74.467","ON","-4.4","0","6.7","8.5","0","-24.5","0","74.6","0","125.0","106.1","0","116.0","","18","","",NA,"695.2","0.0","6101958"
"GLENBURNIE","44.333","-76.500","ON","-2.6","0","5.8","10.0","0","-18.5","0","34.8","0","88.0","68.6","0","89.0","","12","","",NA,"637.6","0.0","6102808"
"GLEN GORDON","45.167","-74.533","ON","-3.3","0","7.3","9.5","0","-24.0","0","51.0","0","111.0","71.2","0","99.0","18.0","17","","",NA,"659.5","0.0","6102832"
"GODFREY","44.567","-76.633","ON","-3.6","0","4.8","9.0","0","-23.5","0","52.6","0","114.0","85.2","0","104.0","14.0","14","","",NA,"670.2","0.0","6102857"
"DRUMMOND CENTRE","45.033","-76.250","ON","-4.0","0","5.7","7.5","0","-24.5","0","50.2","0","115.0","74.1","0","109.0","19.0","11","","",NA,"682.2","0.0","6102J13"
"HARTINGTON IHD","44.433","-76.700","ON","-2.7","0","5.6","8.0","0","-19.5","0","38.6","0","90.0","79.2","0","105.0","10.0","15","","",NA,"642.2","0.0","6103367"
"KEMPTVILLE","45.000","-75.633","ON","-3.2","0","6.7","7.5","0","-23.0","0","66.6","0","164.0","81.3","0","127.0","","12","67.1","0","68.0","658.7","0.0","6104025"
"KINGSTON A","44.219","-76.597","ON","-2.0","0",NA,"7.5","0","-17.0","0","38.2","0",NA,"73.4","0",NA,"10.0","12","67.5","0",NA,"619.9","0.0","6104146"
"KINGSTON PUMPING STATION","44.233","-76.483","ON","-1.7","0","5.4","9.0","0","-17.0","0","29.2","0","59.0","57.6","0","70.0","4.0","11","","",NA,"609.7","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-2.7","0","5.7","11.0","0","-19.5","0","43.0","0","108.0","64.6","0","91.0","19.0","12","","",NA,"641.2","0.0","6104725"
"MALLORYTOWN LANDING","44.450","-75.867","ON","-2.1","0",NA,"8.5","0","-19.0","0","31.8","0",NA,"62.6","0",NA,"8.0","11","","",NA,"622.3","0.0","6104882"
"MORRISBURG","44.917","-75.183","ON","-3.8","0","5.8","9.0","0","-27.5","0","55.0","0","126.0","71.4","0","99.0","","13","","",NA,"676.2","0.0","6105460"
"OTTAWA CDA","45.383","-75.717","ON","-4.2","0","5.9","6.7","0","-23.5","0","47.8","0","108.0","66.9","0","106.0","16.0","12","71.5","0","72.0","689.4","0.0","6105976"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.317","-75.667","ON","-4.6","0","5.7","6.4","0","-23.7","0","57.2","0","106.0","73.8","0","113.0","10.0","16","","",NA,"702.0","0.0","6106000"
"PETAWAWA A","45.950","-77.317","ON","-7.3","0",NA,"6.4","0","-32.7","0","55.8","0",NA,"61.3","0",NA,"26.0","11","","",NA,"783.5","0.0","6106398"
"PETAWAWA NAT FORESTRY","45.983","-77.433","ON","-6.5","0",NA,"6.5","0","-30.5","0","53.6","0",NA,"65.5","0",NA,"48.0","13","46.1","0",NA,"759.7","0.0","6106400"
"PURDY","45.317","-77.717","ON","",,NA,"",,"",,"44.6","0",NA,"72.0","0",NA,"","15","","",NA,"","","6106779"
"RENFREW","45.483","-76.700","ON","-4.6","0","7.5","7.0","0","-27.5","0","30.6","0","78.0","47.0","0","85.0","10.0","15","","",NA,"700.5","0.0","6107002"
"RUSSELL","45.263","-75.359","ON","-3.7","0","6.4","7.5","0","-26.5","0","45.0","0","93.0","67.2","0","90.0","10.0","15","","",NA,"673.0","0.0","6107247"
"ST. ALBERT","45.283","-75.050","ON","-4.1","0","6.1","7.0","0","-24.5","0","61.4","0","119.0","93.8","0","112.0","","17","","",NA,"684.8","0.0","6107276"
"SOUTH MOUNTAIN","44.967","-75.483","ON","-3.4","0","6.7","8.5","0","-24.0","0","46.6","0","100.0","62.6","0","87.0","10.0","13","","",NA,"664.1","0.0","6107955"
"WOLFE ISLAND","44.150","-76.533","ON","-1.4","0",NA,"8.5","0","-17.0","0","28.8","0",NA,"64.0","0",NA,"","10","","",NA,"601.9","0.0","6109558"
"MERIVALE TS","45.333","-75.733","ON","",,NA,"",,"",,"60.0","0",NA,"82.0","0",NA,"","14","","",NA,"","","610E061"
"ALLISTON NELSON","44.150","-79.867","ON","-1.5","0","5.0","8.0","0","-15.0","0","22.4","0","64.0","37.8","0","70.0","1.0","14","","",NA,"604.0","0.0","6110218"
"AYTON","44.083","-80.833","ON","-2.1","0",NA,"7.0","0","-15.5","0","32.2","0",NA,"53.2","0",NA,"0.0","13","","",NA,"621.9","0.0","6110439"
"BARRIE WPCC","44.383","-79.683","ON","-2.5","0","5.2","9.0","0","-17.0","0","24.0","0","36.0","40.0","0","48.0","0.0","14","","",NA,"636.2","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-4.9","0","5.8","6.5","0","-22.0","0","49.0","0","57.0","115.4","0","101.0","43.0","17","","",NA,"709.5","0.0","6110606"
"BORDEN STP","44.300","-79.900","ON","-1.4","0",NA,"8.0","0","-16.0","0","29.0","0",NA,"66.0","0",NA,"7.0","17","","",NA,"601.5","0.0","6110HK7"
"BURK'S FALLS 2","45.583","-79.600","ON","-5.1","0",NA,"7.5","0","-25.0","0","74.2","0",NA,"114.6","0",NA,"29.0","18","","",NA,"714.7","0.0","61110M6"
"CHATSWORTH","44.395","-80.905","ON","-2.3","0","4.6","7.5","0","-15.0","0","41.6","0","45.0","100.7","0","87.0","6.0","15","","",NA,"629.9","0.0","6111467"
"COLDWATER WARMINSTER","44.633","-79.533","ON","-3.1","0",NA,"7.5","0","-20.0","0","52.8","0",NA,"78.6","0",NA,"35.0","17","","",NA,"654.6","0.0","6111769"
"COLLINGWOOD WPCP","44.500","-80.217","ON","",,NA,"",,"",,"6.6","3",NA,"6.6","11",NA,"","3","","",NA,"","","6111800"
"COOKSTOWN","44.200","-79.683","ON","-2.7","0","5.2","7.5","0","-17.5","0","33.6","0","89.0","50.7","0","90.0","1.0","14","","",NA,"640.3","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-4.7","0","5.9","7.0","0","-24.5","0","72.2","0","99.0","116.7","0","125.0","25.0","16","","",NA,"702.3","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-5.4","0","5.7","7.0","0","-23.5","0","56.8","0","70.0","94.6","0","91.0","54.0","16","","",NA,"725.0","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-2.6","0","4.4","7.0","0","-17.0","0","55.0","0","68.0","103.9","0","101.0","","15","","",NA,"639.8","0.0","6112171"
"ESSA ONT HYDRO","44.350","-79.817","ON","-2.0","0","5.3","9.0","0","-16.5","0","25.0","0","43.0","35.1","0","46.0","","12","","",NA,"621.5","0.0","6112340"
"HANOVER","44.117","-81.000","ON","-2.8","0","4.0","7.0","0","-18.0","0","51.6","0","62.0","86.0","0","78.0","","15","","",NA,"645.0","0.0","6113329"
"HONEY HBR BEAUSOLEIL","44.850","-79.867","ON","-2.5","0",NA,"8.5","0","-18.0","0","50.8","0",NA,"81.5","0",NA,"36.0","16","47.5","0",NA,"634.0","0.0","6113490"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-4.4","0","5.9","7.0","0","-22.5","0","61.6","0","83.0","105.8","0","114.0","","14","","",NA,"694.3","0.0","6113663"
"KATRINE DOE LAKE","45.533","-79.400","ON","",,NA,"",,"",,"73.0","0",NA,"112.8","0",NA,"34.0","17","","",NA,"","","6114006"
"MIDHURST","44.450","-79.767","ON","-2.2","0",NA,"8.5","0","-18.5","0","33.2","0",NA,"39.6","0",NA,"6.0","13","","",NA,"626.1","0.0","6115099"
"MIDLAND HURONIA A","44.683","-79.933","ON","-3.5","0",NA,"7.0","0","-19.0","0","47.0","0",NA,"76.0","0",NA,"","16","","",NA,"668.0","0.0","6115130"
"MUSKOKA A","44.967","-79.300","ON","-4.3","0","6.0","7.1","0","-21.6","0","66.7","0","77.0","100.4","0","108.0","21.0","15","","",NA,"691.4","0.0","6115525"
"ORILLIA TS","44.617","-79.417","ON","-2.8","0",NA,"8.0","0","-21.0","0","49.0","0",NA,"69.9","0",NA,"","14","","",NA,"643.3","0.0","6115820"
"OWEN SOUND MOE","44.583","-80.933","ON","-1.0","0","4.5","8.0","0","-13.5","0","37.0","0","37.0","100.8","0","78.0","0.0","16","","",NA,"587.7","0.0","6116132"
"PARRY SOUND","45.350","-80.050","ON","-3.8","0",NA,"7.0","0","-22.5","0","61.2","0",NA,"102.4","0",NA,"41.0","17","","",NA,"676.5","0.0","6116255"
"POWASSAN","46.117","-79.250","ON","-6.0","0","6.4","7.0","0","-31.0","0","55.4","0","115.0","85.2","0","135.0","32.0","13","","",NA,"743.1","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"34.6","0",NA,"70.2","0",NA,"10.0","15","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-3.5","0","4.8","6.5","0","-15.5","0","69.8","0","84.0","106.6","0","99.0","5.0","18","","",NA,"666.6","0.0","6116750"
"RAVENSHOE","44.217","-79.400","ON","-2.7","0",NA,"8.5","0","-18.5","0","35.0","0",NA,"50.5","0",NA,"5.0","18","","",NA,"642.6","0.0","6116902"
"ROCKLYN","44.467","-80.633","ON","-3.2","1",NA,"7.0","1","-15.5","0","74.6","0",NA,"118.1","0",NA,"1.0","17","","",NA,"637.0","0.0","6117169"
"SHANTY BAY","44.400","-79.633","ON","-2.5","0","5.2","8.0","0","-18.0","0","39.8","0","58.0","55.4","0","62.0","16.0","18","","",NA,"636.3","0.0","6117684"
"SOUTH RIVER","45.833","-79.383","ON","-6.0","0",NA,"6.0","0","-25.0","0","95.8","0",NA,"131.4","0",NA,"","18","","",NA,"742.6","0.0","6117957"
