"Environment and Climate Change Canada"
"Monthly Values for January - 1995"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"RAINY RIVER","48.717","-94.533","ON","-12.9","0",NA,"1.5","0","-30.0","0","33.4","0",NA,"33.4","0",NA,"","8","","",NA,"959.3","0.0","6026852"
"STRATTON ROMYN","48.700","-94.167","ON","",,NA,"",,"",,"39.0","0",NA,"39.0","0",NA,"22.0","9","","",NA,"","","6028128"
"EMO RADBOURNE","48.683","-93.833","ON","-12.9","3","3.1","0.5","3","-34.0","0","39.0","0","121.0","39.4","0","121.0","37.0","8","","",NA,"866.1","0.0","602K300"
"DRYDEN","49.783","-92.833","ON","-14.5","0","3.0","1.0","0","-33.0","0","58.0","0","214.0","58.0","0","213.0","45.0","13","","",NA,"1006.1","0.0","6032117"
"DRYDEN A","49.833","-92.750","ON","-14.6","0","2.2","0.3","0","-33.2","0","62.3","0","207.0","58.9","0","222.0","49.0","12","","",NA,"1009.4","0.0","6032119"
"KENORA A","49.790","-94.365","ON","-14.1","0","1.8","0.9","0","-31.8","0","42.9","0","151.0","41.5","0","162.0","45.0","9","",,NA,"995.5","0.0","6034075"
"RAWSON LAKE","49.650","-93.717","ON","-13.8","0","1.9","0.5","0","-32.5","0","63.1","0","188.0","50.0","0","177.0","","11","75.0","0","89.0","984.5","0.0","6036904"
"SIOUX LOOKOUT A","50.117","-91.900","ON","-15.4","0","1.9","0.5","0","-33.4","0","66.5","0","187.0","66.9","0","192.0","67.0","11","",,NA,"1036.9","0.0","6037775"
"ARMSTRONG (AUT)","50.300","-89.033","ON","-17.4","7",NA,"10.5","7","-41.8","4","",,NA,"",,NA,"","","",,NA,"850.1","0.0","6040326"
"CAMERON FALLS","49.150","-88.350","ON","-12.6","0","3.5","3.0","0","-33.0","0","48.0","0","87.0","48.4","0","87.0","","9","","",NA,"949.0","0.0","6041109"
"GERALDTON A","49.783","-86.931","ON","-16.3","0","2.3","1.4","0","-39.0","0","33.2","0","78.0","31.6","0","94.0","37.0","7","",,NA,"1064.8","0.0","6042716"
"FLINT","48.350","-89.683","ON","-11.9","0","2.8","4.0","0","-32.0","0","44.5","0","100.0","47.5","0","107.0","","11","","",NA,"927.0","0.0","6042MJ7"
"HEMLO BATTLE MOUNTAIN","48.700","-85.883","ON","-12.9","0",NA,"2.5","0","-37.0","0","42.5","0",NA,"42.5","0",NA,"","5","","",NA,"959.0","0.0","6043452"
"LAKEHEAD UNIVERSITY","48.433","-89.267","ON","-10.8","0",NA,"4.5","0","-28.2","0","64.6","0",NA,"64.6","0",NA,"23.0","9","","",NA,"893.0","0.0","6044298"
"MANITOUWADGE","49.150","-85.800","ON","-14.1","0",NA,"2.0","0","-36.0","0","46.8","0",NA,"46.8","0",NA,"","11","","",NA,"996.3","0.0","6044903"
"MARATHON A","48.756","-86.344","ON","-13.2","5",NA,"2.0","4","-32.0","1","33.0","0",NA,"37.2","0",NA,"","9","","",NA,"810.2","0.0","6044961"
"PUKASKWA NATL PARK","48.600","-86.300","ON","-11.5","0",NA,"3.0","0","-32.0","0","32.5","0",NA,"32.5","0",NA,"9.0","6","","",NA,"915.1","0.0","6046770"
"TERRACE BAY","48.800","-87.100","ON","-11.9","0",NA,"2.0","0","-38.0","0","40.0","0",NA,"42.0","0",NA,"","9","","",NA,"927.4","0.0","6048230"
"THUNDER BAY A","48.369","-89.327","ON","-11.5","0",NA,"3.7","0","-28.3","0","25.9","13",NA,"30.8","8",NA,"","8","101.9","0",NA,"913.3","0.0","6048261"
"THUNDER BAY AWOS","48.367","-89.317","ON","-11.5","0",NA,"3.7","0","-28.3","0","25.9","13",NA,"30.8","8",NA,"","8","",,NA,"913.3","0.0","6048264"
"TRANQUILLO RIDGE","48.233","-89.517","ON","-11.6","0","2.2","4.1","0","-31.0","0","41.4","0","67.0","41.4","0","67.0","31.0","10","","",NA,"917.4","0.0","6048864"
"UPSALA (AUT)","49.033","-90.467","ON","-14.3","5",NA,"2.2","4","-32.2","1","",,NA,"",,NA,"","","",,NA,"840.2","0.0","6049095"
"WHITEFISH LAKE","48.283","-89.917","ON","-12.4","0","2.5","2.0","0","-33.0","0","44.4","0","84.0","45.4","0","85.0","46.0","10","","",NA,"941.7","0.0","6049466"
"ELLIOT LAKE STANLEIGH","46.417","-82.650","ON","-7.4","0",NA,"6.0","0","-28.0","0","19.5","0",NA,"28.2","0",NA,"4.0","12","","",NA,"786.9","0.0","6052268"
"HORNEPAYNE A","49.200","-84.767","ON","-14.9","0",NA,"2.0","0","-39.0","0","35.5","0",NA,"35.5","0",NA,"22.0","8","","",NA,"1018.9","0.0","6053575"
"MISSISSAGI ONT HYDRO","46.433","-83.383","ON","-7.1","0",NA,"3.0","0","-26.0","0","20.9","3",NA,"20.4","7",NA,"6.0","6","","",NA,"779.1","0.0","6055210"
"MONTREAL FALLS","47.267","-84.433","ON","-15.1","19",NA,"-3.0","19","-31.5","2","78.5","0",NA,"87.5","0",NA,"","21","","",NA,"397.7","0.0","6055302"
"SAULT STE MARIE 2","46.533","-84.333","ON","-6.3","0","3.2","3.5","0","-22.0","0","98.2","0","108.0","117.6","0","120.0","20.0","18","","",NA,"753.8","0.0","6057590"
"SAULT STE MARIE A","46.483","-84.509","ON","-6.3","0","3.6","2.6","0","-21.7","0","61.2","0","76.0","66.4","0","103.0","5.0","12","68.6","0","94.0","754.4","0.0","6057592"
"WAWA A","47.967","-84.783","ON","-11.3","0","2.7","2.6","0","-32.1","0","33.4","0","46.0","30.4","0","55.0","16.0","11","",,NA,"908.3","0.0","6059D09"
"KILLARNEY (AUT)","45.967","-81.483","ON","-6.0","3",NA,"5.2","3","-26.1","1","",,NA,"",,NA,"","","",,NA,"672.3","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","-13.1","0","2.5","1.0","0","-38.5","0","58.2","0","105.0","70.6","0","136.0","26.0","15","","",NA,"965.4","0.0","6061361"
"CONISTON STP","46.483","-80.850","ON","-9.0","10",NA,"8.0","7","-30.5","8","22.0","0","41.0","70.0","0","109.0","","13","","",NA,"568.0","0.0","6061850"
"MASSEY","46.183","-82.017","ON","-7.5","0","3.6","4.5","0","-30.0","0","21.5","0","42.0","51.1","0","87.0","3.0","13","","",NA,"789.3","0.0","6065006"
"MONETVILLE","46.150","-80.300","ON","-8.1","0","3.8","11.0","0","-32.0","0","45.4","0","72.0","84.7","0","105.0","","15","","",NA,"810.4","0.0","6065250"
"SUDBURY A","46.625","-80.799","ON","-9.4","0","3.6","7.6","0","-30.8","0","29.4","0","49.0","85.1","0","137.0","11.0","14","73.3","0","85.0","849.0","0.0","6068150"
"SUDBURY SCIENCE NORTH","46.467","-81.000","ON","-7.9","0",NA,"8.0","0","-29.0","0","27.8","0",NA,"59.9","0",NA,"7.0","12","77.7","0",NA,"803.3","0.0","6068158"
"WARREN","46.433","-80.317","ON","-8.6","0",NA,"11.0","0","-33.5","0","39.2","0",NA,"84.2","0",NA,"8.0","15","","",NA,"825.6","0.0","6069K90"
"BONNER LAKE","49.383","-82.124","ON","-14.7","0",NA,"1.5","0","-39.0","0","67.8","0",NA,"60.8","0",NA,"37.0","14","","",NA,"1015.1","0.0","6070QK6"
"DYMOND ONT HYDRO","47.517","-79.683","ON","",,NA,"",,"",,"28.2","0",NA,"54.8","0",NA,"17.0","14","","",NA,"","","6072183"
"EARLTON A","47.700","-79.850","ON","-11.5","0","4.7","0.9","0","-36.3","0","39.4","0","84.0","53.5","0","113.0","18.0","10","",,NA,"915.0","0.0","6072225"
"ENGLEHART","47.817","-79.900","ON","",,NA,"",,"",,"30.0","2",NA,"30.0","6",NA,"","5","","",NA,"","","6072325"
"IROQUOIS FALLS","48.750","-80.667","ON","-14.8","3",NA,"1.0","3","-37.0","1","35.1","0",NA,"51.9","0",NA,"","10","","",NA,"919.1","0.0","6073810"
"ISLAND FALLS","49.583","-81.383","ON","-15.5","0","3.9","1.5","0","-41.0","0","66.5","0","117.0","66.5","0","117.0","","14","","",NA,"1037.0","0.0","6073840"
"KAPUSKASING CDA","49.400","-82.433","ON","-15.1","0","3.5","2.0","0","-38.5","0","52.2","0","98.0","39.7","0","78.0","21.0","8","52.5","0","67.0","1025.0","0.0","6073960"
"KAPUSKASING A","49.414","-82.468","ON","-15.1","0","2.8","1.6","0","-36.4","0","51.9","0","94.0","50.7","0","105.0","42.0","10","",,NA,"1027.6","0.0","6073975"
"KIRKLAND LAKE","48.150","-80.000","ON","-12.0","0",NA,"0.5","0","-38.5","0","47.3","0",NA,"54.3","0",NA,"26.0","13","","",NA,"929.5","0.0","6074209"
"MATTICE TCPL","49.600","-83.167","ON","-15.3","0",NA,"2.5","0","-37.5","0","38.0","0",NA,"38.0","0",NA,"","9","","",NA,"1030.9","0.0","6075024"
"MOOSONEE UA","51.267","-80.650","ON","-15.5","4","4.4","2.7","4","-35.6","2","",,NA,"54.9","7",NA,"","8","76.0","0","81.0","905.8","0.0","6075425"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-16.9","4",NA,"0.5","3","-39.5","3","",,NA,"",,NA,"","","",,NA,"941.4","0.0","6075543"
"PORCUPINE ONT HYDRO","48.467","-81.267","ON","-13.0","0","3.7","2.0","0","-37.0","0","48.2","0","70.0","58.2","0","83.0","","14","","",NA,"959.6","0.0","6076572"
"SMOKY FALLS","50.067","-82.167","ON","-15.1","0","3.7","2.0","0","-37.0","0","44.6","0","77.0","44.6","0","77.0","","9","","",NA,"1025.6","0.0","6077845"
"TIMMINS VICTOR POWER A","48.570","-81.377","ON","-13.5","0","3.3","1.2","0","-37.4","0","44.3","0","77.0","53.6","0","104.0","24.0","10","",,NA,"977.6","0.0","6078285"
"DWIGHT","45.383","-78.900","ON","-7.3","0","4.3","10.0","0","-30.5","0","115.0","0","139.0","172.6","0","162.0","33.0","19","","",NA,"784.4","0.0","6082178"
"FRENCH R CHAUDIERE DAM","46.133","-80.017","ON","-7.8","1",NA,"10.0","0","-29.0","1","35.0","0",NA,"64.0","0",NA,"","16","","",NA,"773.6","0.0","6082612"
"MADAWASKA","45.500","-77.983","ON","-7.9","0","4.2","12.0","0","-36.5","0","53.0","0","115.0","108.6","0","187.0","","16","","",NA,"802.8","0.0","6084770"
"NORTH BAY A","46.364","-79.423","ON","-8.8","0","3.7","11.3","0","-31.2","0","47.0","0","72.0","70.0","0","102.0","6.0","13","71.1","0","82.0","831.4","0.0","6085700"
"NORTH BAY NIPISSING(AUT)","46.317","-79.483","ON","-6.2","4",NA,"9.3","4","-22.6","3","",,NA,"0.0","5",NA,"","0","",,NA,"652.5","0.0","6085703"
"STURGEON FALLS","46.367","-79.933","ON","",,NA,"",,"",,"46.6","0",NA,"79.7","0",NA,"9.0","12","","",NA,"","","6088144"
"GORE BAY A","45.883","-82.567","ON","-5.5","2",NA,"7.7","2","-21.9","0","",,NA,"75.8","6",NA,"","12","",,NA,"682.0","0.0","6092925"
"APPLETON","45.186","-76.113","ON","-6.4","0",NA,"12.5","0","-30.0","0","38.8","0",NA,"143.4","0",NA,"8.0","14","","",NA,"755.0","0.0","6100285"
"ARNPRIOR GRANDON","45.417","-76.367","ON","-7.6","0","3.9","12.0","0","-31.0","0","35.0","0","93.0","126.0","0","222.0","2.0","13","","",NA,"792.3","0.0","6100345"
"AVONMORE","45.170","-74.971","ON","-6.4","0","3.9","13.0","0","-30.5","0","41.4","0","82.0","101.2","0","130.0","5.0","14","","",NA,"757.6","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-4.0","0","3.8","16.0","0","-24.5","0","44.6","0","91.0","104.8","0","134.0","","14","","",NA,"683.2","0.0","6100971"
"CARDINAL","44.800","-75.367","ON","-4.6","0",NA,"16.0","0","-26.0","0","61.1","0",NA,"117.3","0",NA,"5.0","16","","",NA,"701.0","0.0","6101200"
"CARLETON PLACE","45.150","-76.200","ON","-6.2","0",NA,"14.0","0","-28.5","0","43.6","0",NA,"162.0","0",NA,"","15","","",NA,"749.3","0.0","6101250"
"CATARAQUI TS","44.367","-76.617","ON","-4.7","0",NA,"15.0","0","-23.0","0","35.2","0",NA,"135.5","0",NA,"","14","","",NA,"704.7","0.0","6101265"
"CHALK RIVER AECL","46.050","-77.367","ON","-7.4","0","4.4","8.0","0","-27.5","0","36.7","0","87.0","66.5","0","120.0","","13","","",NA,"787.2","0.0","6101335"
"CHESTERVILLE 2","45.017","-75.200","ON","-6.4","0",NA,"16.0","0","-29.0","0","58.0","0",NA,"108.0","0",NA,"","16","","",NA,"757.8","0.0","6101502"
"COMBERMERE","45.367","-77.617","ON","-7.8","0","3.8","12.0","0","-28.0","0","41.9","0","91.0","120.6","0","191.0","10.0","18","","",NA,"799.5","0.0","6101820"
"CORNWALL","45.017","-74.750","ON","-5.1","0","3.4","17.5","0","-24.0","0","37.4","0","79.0","101.7","0","133.0","","14","","",NA,"717.3","0.0","6101874"
"CORNWALL ONT HYDRO","45.033","-74.800","ON","-5.2","1",NA,"17.0","0","-24.5","1","43.8","0",NA,"119.8","0",NA,"","14","","",NA,"695.9","0.0","6101901"
"DALHOUSIE MILLS","45.317","-74.467","ON","-6.7","0","4.4","9.0","0","-32.0","0","62.1","0","104.0","133.7","0","146.0","","16","","",NA,"766.7","0.0","6101958"
"GLENBURNIE","44.333","-76.500","ON","-4.4","0","4.0","15.0","0","-23.0","0","22.0","0","55.0","97.2","0","126.0","","9","","",NA,"695.3","0.0","6102808"
"GLEN GORDON","45.167","-74.533","ON","-8.3","0","2.2","11.5","0","-32.5","0","55.0","0","120.0","110.7","0","154.0","5.0","14","","",NA,"815.7","0.0","6102832"
"GODFREY","44.567","-76.633","ON","-5.2","0","3.2","14.0","0","-27.0","0","45.6","0","99.0","154.4","0","189.0","9.0","12","","",NA,"718.7","0.0","6102857"
"DRUMMOND CENTRE","45.032","-76.253","ON","-7.6","3","2.1","13.0","2","-30.5","2","47.0","0","108.0","157.7","0","233.0","15.0","13","","",NA,"717.8","0.0","6102J13"
"GRENADIER ISLAND","44.417","-75.850","ON","-4.1","0",NA,"14.7","0","-21.3","0","",,NA,"69.8","1",NA,"","9","",,NA,"683.6","0.0","6103024"
"HARTINGTON IHD","44.433","-76.700","ON","-5.1","0","3.2","13.0","0","-24.0","0","35.0","0","82.0","133.2","0","177.0","4.0","15","","",NA,"716.4","0.0","6103367"
"KEMPTVILLE","45.000","-75.633","ON","-5.7","0","4.3","15.0","0","-29.0","0","52.4","0","129.0","131.8","0","205.0","","14","63.4","0","64.0","733.2","0.0","6104025"
"KINGSTON A","44.219","-76.597","ON","-3.9","0",NA,"13.5","0","-21.4","0","24.8","0",NA,"103.0","0",NA,"0.0","11","64.2","0",NA,"677.9","0.0","6104146"
"KINGSTON PUMPING STATION","44.244","-76.481","ON","-3.5","0","3.5","14.0","0","-22.0","0","33.0","0","67.0","105.0","0","128.0","0.0","12","","",NA,"666.4","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-4.4","0","4.0","16.5","0","-24.0","0","41.0","0","103.0","120.4","0","170.0","3.0","13","","",NA,"695.2","0.0","6104725"
"MORRISBURG","44.917","-75.183","ON","-5.7","0","3.9","17.0","0","-30.0","0","39.4","0","91.0","104.4","0","144.0","","15","","",NA,"733.7","0.0","6105460"
"OMPAH","44.967","-76.850","ON","-6.5","0",NA,"13.0","0","-29.5","0","40.6","0",NA,"149.1","0",NA,"6.0","15","","",NA,"760.4","0.0","6105760"
"OMPAH-SEITZ","45.050","-76.783","ON","-6.5","0",NA,"12.5","0","-28.5","0","43.2","0",NA,"148.6","0",NA,"10.0","13","","",NA,"758.8","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-6.4","0","3.8","9.5","0","-26.3","0","43.2","0","98.0","112.7","0","179.0","7.0","15","0.0","30.9583333333333333333333333333333333333",NA,"755.6","0.0","6105976"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.323","-75.669","ON","-7.0","0","3.4","11.7","0","-26.5","0","62.2","0","116.0","146.0","0","223.0","4.0","14","",,NA,"773.9","0.0","6106000"
"PETAWAWA NAT FORESTRY","45.983","-77.433","ON","-8.6","0",NA,"7.0","0","-31.5","0","41.7","0",NA,"103.0","0",NA,"20.0","16","68.3","0",NA,"825.5","0.0","6106400"
"RENFREW","45.483","-76.700","ON","-8.3","0","3.8","13.0","0","-37.0","0","37.4","0","96.0","124.8","0","225.0","","13","","",NA,"815.8","0.0","6107002"
"ROLPHTON","46.183","-77.650","ON","-7.8","0",NA,"6.0","0","-29.0","0","39.5","0",NA,"79.2","0",NA,"19.0","14","","",NA,"800.7","0.0","6107182"
"RUSSELL","45.263","-75.359","ON","-6.1","0","4.1","13.5","0","-30.5","0","43.0","0","89.0","119.4","0","159.0","12.0","17","","",NA,"746.9","0.0","6107247"
"ST. ALBERT","45.283","-75.050","ON","-6.9","0","3.3","11.5","0","-32.0","0","34.0","0","66.0","91.0","0","109.0","","14","","",NA,"771.4","0.0","6107276"
"SANDHURST","44.133","-76.883","ON","-3.8","0",NA,"13.5","0","-22.0","0","28.4","0",NA,"91.8","0",NA,"3.0","9","","",NA,"674.3","0.0","6107434"
"SOUTH MOUNTAIN","44.967","-75.483","ON","-5.9","0","4.2","16.0","0","-27.0","0","53.4","0","115.0","117.8","0","163.0","6.0","15","","",NA,"741.0","0.0","6107955"
"WOLFE ISLAND","44.150","-76.533","ON","-2.9","1",NA,"13.5","1","-21.0","1","17.8","0",NA,"73.4","0",NA,"","9","","",NA,"625.9","0.0","6109558"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-8.1","0",NA,"7.0","0","-31.5","0","43.5","0",NA,"115.1","0",NA,"20.0","17","","",NA,"809.9","0.0","610FC98"
"ALLISTON NELSON","44.150","-79.867","ON","-3.7","0","2.8","12.5","0","-19.5","0","26.0","0","74.0","95.6","0","177.0","10.0","10","","",NA,"671.7","0.0","6110218"
"ANGUS CAMPHILL","44.283","-79.850","ON","-4.1","0",NA,"13.0","0","-23.0","0","6.0","9",NA,"46.6","11",NA,"7.0","4","","",NA,"685.3","0.0","6110275"
"BARRIE (AUT)","44.383","-79.783","ON","-6.1","3",NA,"12.1","3","-24.1","1","",,NA,"",,NA,"","","",,NA,"674.0","0.0","6110552"
"BARRIE WPCC","44.383","-79.683","ON","-4.8","0","2.9","14.0","0","-20.0","0","49.5","0","75.0","105.3","0","128.0","9.0","18","","",NA,"707.4","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-6.6","0","4.1","11.0","0","-29.0","0","102.0","0","118.0","153.2","0","134.0","","18","","",NA,"762.7","0.0","6110606"
"BEAUSOLEIL","44.850","-79.867","ON","-4.5","0",NA,"14.6","0","-21.5","0","",,NA,"65.6","0",NA,"","15","",,NA,"698.6","0.0","6110617"
"BRITT (AUT)","45.800","-80.533","ON","-7.3","6",NA,"10.8","6","-28.4","3","",,NA,"0.0","0",NA,"","0","",,NA,"633.3","0.0","6110967"
"BURK'S FALLS 2","45.583","-79.600","ON","-6.7","0",NA,"11.5","0","-32.5","0","74.0","0",NA,"122.8","0",NA,"13.0","17","","",NA,"765.3","0.0","61110M6"
"CHATSWORTH","44.395","-80.905","ON","-4.0","0","2.9","14.0","0","-20.0","0","127.4","0","137.0","165.4","0","142.0","","18","","",NA,"682.0","0.0","6111467"
"COLDWATER WARMINSTER","44.633","-79.533","ON","-5.4","0",NA,"11.5","0","-22.0","0","80.0","0",NA,"134.8","0",NA,"9.0","18","49.8","0",NA,"724.2","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-2.9","1",NA,"15.6","0","-16.8","1","28.0","20",NA,"42.4","2",NA,"1.0","5","",,NA,"627.0","0.0","6111792"
"COOKSTOWN","44.200","-79.683","ON","-5.1","0","2.8","13.0","0","-27.0","0","32.0","0","85.0","104.4","0","186.0","4.0","12","","",NA,"716.8","0.0","6111859"
"DORSET MOE","45.217","-78.933","ON","-6.5","0","4.1","12.0","0","-31.0","0","114.1","0","156.0","131.2","0","140.0","15.0","16","","",NA,"758.8","0.0","6112072"
"DUNCHURCH","45.617","-79.883","ON","-6.7","0","4.3","11.5","0","-32.5","0","81.8","0","101.0","122.2","0","117.0","4.0","16","","",NA,"766.6","0.0","6112133"
"DURHAM","44.183","-80.817","ON","-5.0","1","2.1","13.0","0","-20.0","1","94.0","0","116.0","126.4","0","123.0","10.0","20","","",NA,"689.2","0.0","6112171"
"ESSA ONT HYDRO","44.350","-79.817","ON","-4.6","0","2.8","13.0","0","-23.0","0","50.0","0","86.0","93.8","0","123.0","","17","","",NA,"699.1","0.0","6112340"
"HANOVER","44.117","-81.000","ON","-3.6","0","3.2","14.0","0","-21.0","0","74.9","0","91.0","109.4","0","100.0","","15","","",NA,"670.0","0.0","6113329"
"HUNTSVILLE WPCP","45.350","-79.167","ON","-5.4","0","4.9","12.5","0","-26.0","0","92.1","0","123.0","131.7","0","142.0","","17","","",NA,"725.6","0.0","6113663"
"KATRINE DOE LAKE","45.533","-79.400","ON","",,NA,"",,"",,"81.0","0",NA,"138.6","0",NA,"","20","","",NA,"","","6114006"
"LAGOON CITY","44.547","-79.217","ON","-4.0","8",NA,"11.0","8","-20.8","8","",,NA,"0.0","8",NA,"","0","",,NA,"506.2","0.0","6114295"
"MIDHURST","44.450","-79.767","ON","-4.2","0",NA,"13.8","0","-24.4","0","51.6","0",NA,"85.5","0",NA,"","16","","",NA,"687.4","0.0","6115099"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-4.7","0","3.7","14.0","0","-20.0","0","59.0","0","67.0","93.2","0","85.0","7.0","20","","",NA,"704.1","0.0","6115127"
"MIDLAND HURONIA A","44.683","-79.933","ON","-4.4","3",NA,"13.0","2","-21.5","2","66.5","0",NA,"103.0","0",NA,"8.0","22","","",NA,"627.4","0.0","6115130"
"MOONSTONE","44.633","-79.667","ON","-5.0","0",NA,"12.5","0","-23.0","0","82.0","0",NA,"131.4","0",NA,"7.0","19","","",NA,"714.5","0.0","6115389"
"MUSKOKA A","44.967","-79.300","ON","-6.2","0","4.1","12.1","0","-26.5","0","95.1","0","109.0","128.2","0","138.0","6.0","21","",,NA,"749.6","0.0","6115525"
"ORILLIA BRAIN","44.603","-79.439","ON","-5.0","0",NA,"10.0","0","-23.5","0","99.6","0",NA,"116.6","0",NA,"8.0","16","","",NA,"711.8","0.0","6115811"
"OWEN SOUND MOE","44.583","-80.933","ON","-2.3","0","3.1","15.5","0","-16.0","0","108.5","0","107.0","145.8","0","113.0","0.0","18","","",NA,"630.8","0.0","6116132"
"PARRY SOUND 2","45.350","-80.033","ON","-5.0","0",NA,"11.0","0","-25.5","0","87.0","0",NA,"116.0","0",NA,"3.0","14","","",NA,"712.8","0.0","6116256"
"POWASSAN","46.117","-79.250","ON","-8.4","0","4.0","13.0","0","-36.0","0","33.6","0","70.0","64.6","0","102.0","1.0","13","","",NA,"817.6","0.0","6116702"
"PRICEVILLE","44.200","-80.633","ON","",,NA,"",,"",,"80.8","0",NA,"111.6","0",NA,"12.0","20","","",NA,"","","6116718"
"PROTON STATION","44.167","-80.517","ON","-5.5","0","2.8","12.0","0","-23.5","0","73.4","0","88.0","113.6","0","105.0","12.0","23","","",NA,"729.4","0.0","6116750"
